"Facility ID","Facility Name","ZIP Code",Condition,"Measure ID","Measure Name",Score,Sample
150026,"GOSHEN HOSPITAL",46526,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,62
150030,"HENRY COUNTY MEMORIAL HOSPITAL",47362,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,194
150034,"ST MARY MEDICAL CENTER INC",46342,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,83
150035,"NORTHWEST HEALTH - PORTER",46383,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,67
150037,"HANCOCK REGIONAL HOSPITAL",46140,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,44
150042,"GOOD SAMARITAN HOSPITAL",47591,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,131
150044,"BAPTIST HEALTH FLOYD",47150,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,29
150045,"PARKVIEW DEKALB HOSPITAL",46706,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,137
150046,"TERRE HAUTE REGIONAL HOSPITAL",47802,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",74,27
150047,"ST JOSEPH HEALTH SYSTEM, LLC",46802,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,24
150048,"REID HEALTH",47374,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,426
150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL",47403,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,89
150056,"INDIANA UNIVERSITY HEALTH",46202,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,76
150057,"FRANCISCAN HEALTH MOORESVILLE",46158,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,96
150058,"MEMORIAL HOSPITAL OF SOUTH BEND",46601,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",78,206
150059,"RIVERVIEW HEALTH",46060,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",79,68
150061,"DAVIESS COMMUNITY HOSPITAL",47501,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",89,76
150065,"SCHNECK MEDICAL CENTER",47274,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",99,90
150069,"NORTON-KING'S DAUGHTERS' HEALTH",47250,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,272
150072,"MEMORIAL HOSPITAL",46947,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,67
150074,"COMMUNITY HOSPITAL EAST",46219,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",68,28
150075,"BLUFFTON REGIONAL MEDICAL CENTER",46714,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,72
150076,"SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH",46563,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,151
150082,"DEACONESS HOSPITAL INC",47747,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,77
150084,"ASCENSION ST VINCENT HOSPITAL",46260,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,114
150086,"ST ELIZABETH DEARBORN HOSPITAL",47025,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,66
150088,"ASCENSION ST VINCENT ANDERSON",46016,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,101
150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL",47303,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",65,43
150090,"FRANCISCAN HEALTH DYER",46311,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150091,"PARKVIEW HUNTINGTON HOSPITAL",46750,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,45
150097,"MAJOR HOSPITAL",46176,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,66
150100,"ASCENSION ST VINCENT EVANSVILLE",47750,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",92,166
150101,"PARKVIEW WHITLEY HOSPITAL",46725,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,74
150102,"NORTHWEST HEALTH - STARKE",46534,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,14
150104,"WITHAM HEALTH SERVICES",46052,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",80,56
150109,"FRANCISCAN HEALTH LAFAYETTE",47905,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,96
150112,"COLUMBUS REGIONAL HOSPITAL",47201,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,211
150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY",46011,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",83,18
150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER",47546,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",82,72
150125,"COMMUNITY HOSPITAL",46321,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,84
150126,"FRANCISCAN HEALTH CROWN POINT",46307,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,63
150128,"COMMUNITY HOSPITAL SOUTH, INC.",46227,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,83
150133,"KOSCIUSKO COMMUNITY HOSPITAL",46580,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",91,68
150146,"PARKVIEW NOBLE HOSPITAL",46755,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,44
150149,"THE WOMEN'S HOSPITAL",47630,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150150,"DUPONT HOSPITAL LLC",46825,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,65
150153,"ST VINCENT HEART CENTER",46290,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150157,"ASCENSION ST VINCENT CARMEL",46032,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,72
150158,"IU HEALTH WEST HOSPITAL",46123,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",95,60
150160,"ORTHOINDY HOSPITAL",46278,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150161,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL",46032,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,92
150162,"FRANCISCAN HEALTH INDIANAPOLIS",46237,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,100
150165,"FRANCISCAN HEALTH MUNSTER",46321,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,72
150166,"PINNACLE HOSPITAL",46307,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150167,"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH",46845,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150168,"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR",46804,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150169,"COMMUNITY HOSPITAL NORTH",46256,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",79,144
150172,"PHYSICIANS' MEDICAL CENTER LLC",47150,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",90,226
150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL",47905,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",99,93
150177,"UNITY PHYSICIANS HOSPITAL",46545,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150179,FAIRBANKS,46256,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150181,"ASCENSION ST VINCENT FISHERS",46037,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,87
150183,"MONROE HOSPITAL",47403,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150193,"FRANCISCAN HEALTH ORTHOPEDIC HOSPITAL CARMEL",46032,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
150195,"UCHICAGO MEDICINE NORTHWEST INDIANA",46307,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151300,"COMMUNITY HOSPITAL OF BREMEN INC",46506,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151301,"ASCENSION ST VINCENT RANDOLPH",47394,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",88,40
151303,"ASCENSION ST VINCENT JENNINGS",47265,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151304,"RUSH MEMORIAL HOSPITAL",46173,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151305,"PULASKI MEMORIAL HOSPITAL",46996,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,48
151306,"INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL",47454,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151307,"ASCENSION ST VINCENT WILLIAMSPORT",47993,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,51
151308,"ASCENSION ST VINCENT MERCY",46036,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,41
151309,"ASCENSION ST VINCENT CLAY",47834,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",82,17
151310,"PARKVIEW WABASH HOSPITAL, INC",46992,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,39
151311,"INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC",46072,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151312,"INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL",47960,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",84,57
151313,"WOODLAWN HOSPITAL",46975,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151314,"ASCENSION ST VINCENT SALEM",47167,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",76,29
151315,"CAMERON MEMORIAL COMMUNITY HOSPITAL INC",46703,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151316,"INDIANA UNIVERSITY HEALTH FRANKFORT INC",46041,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,20
151317,"GREENE COUNTY GENERAL HOSPITAL",47441,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151318,"DUKES MEMORIAL HOSPITAL",46970,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,15
151319,"GIBSON GENERAL HOSPITAL",47670,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151320,"INDIANA UNIVERSITY HEALTH JAY, INC.",47371,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",85,73
151322,"PERRY COUNTY MEMORIAL HOSPITAL",47586,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151323,"PARKVIEW LAGRANGE HOSPITAL",46761,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,49
151324,"FRANCISCAN HEALTH RENSSELAER, INC",47978,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,27
151325,"ASCENSION ST VINCENT WARRICK",47601,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151326,"UNION HOSPITAL CLINTON",47842,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",17,12
151327,"SULLIVAN COUNTY COMMUNITY HOSPITAL",47882,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151328,"INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL",47421,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151329,"MARGARET MARY COMMUNITY HOSPITAL INC",47006,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",83,130
151330,"ADAMS MEMORIAL HOSPITAL",46733,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",91,76
151331,"HARRISON COUNTY HOSPITAL",47112,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",63,43
151332,"DECATUR COUNTY MEMORIAL HOSPITAL",47240,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",91,100
151333,"PUTNAM COUNTY HOSPITAL",46135,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
151334,"NORTON SCOTT HOSPITAL",47170,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,17
160001,"UNITYPOINT HEALTH - MARSHALLTOWN",50158,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,107
160013,"TRINITY MUSCATINE",52761,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",90,71
160016,"TRINITY REGIONAL MEDICAL CENTER",50501,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,63
160028,"CHI HEALTH MERCY COUNCIL BLUFFS",51503,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,72
160029,"UNIVERSITY OF IOWA HEALTH CARE MEDICAL CENTER DOWN",52245,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,83
160030,"MARY GREELEY MEDICAL CENTER",50010,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,281
160032,"MERCYONE NEWTON MEDICAL CENTER",50208,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,96
160033,"GENESIS MEDICAL CENTER-DAVENPORT",52803,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
160040,"SARTORI MEMORIAL HOSPITAL, INC",50613,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",99,74
160045,"ST LUKES HOSPITAL",52402,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,61
160047,"METHODIST JENNIE EDMUNDSON",51503,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",85,166
160057,"SOUTHEAST IOWA REGIONAL MEDICAL CENTER",52655,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,128
160058,"UNIVERSITY OF IOWA HOSPITAL & CLINICS",52242,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,514
160064,"MERCYONE NORTH IOWA MEDICAL CENTER",50401,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,72
160067,"MERCYONE WATERLOO MEDICAL CENTER",50702,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,83
160069,"MERCYONE DUBUQUE MEDICAL CENTER",52001,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",95,77
160079,"MERCY MEDICAL CENTER - CEDAR RAPIDS",52403,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",94,100
160080,"MERCYONE CLINTON MEDICAL CENTER",52732,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",93,244
160082,"UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI",50309,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",96,70
160083,"MERCYONE DES MOINES MEDICAL CENTER",50314,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,84
160089,"OTTUMWA REGIONAL HEALTH CENTER",52501,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,156
160101,"BROADLAWNS MEDICAL CENTER",50314,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,151
160104,"TRINITY - BETTENDORF",52722,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,16
160110,"ALLEN HOSPITAL",50703,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
160112,"SPENCER MUNICIPAL HOSPITAL",51301,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",99,141
160117,"FINLEY HOSPITAL",52001,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,12
160124,"LAKES REGIONAL HEALTHCARE",51360,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,157
160146,"ST LUKES REGIONAL MEDICAL CENTER",51104,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
160147,"GRINNELL REGIONAL MEDICAL CENTER",50112,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,66
160153,"MERCYONE SIOUXLAND MEDICAL CENTER",51101,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",98,158
161300,"MERCYONE PRIMGHAR MEDICAL CENTER",51245,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161301,"IOWA SPECIALTY HOSPITAL - BELMOND",50421,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161302,"IOWA SPECIALTY HOSPITAL - CLARION",50525,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161303,"GRUNDY COUNTY MEMORIAL HOSPITAL",50638,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161304,"CHI HEALTH - MERCY CORNING",50841,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161305,"POCAHONTAS COMMUNITY HOSPITAL",50574,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161306,"JONES REGIONAL MEDICAL CENTER",52205,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161307,"HANCOCK COUNTY HEALTH SYSTEM",50423,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",97,61
161308,"FRANKLIN GENERAL HOSPITAL",50441,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161309,"CHI HEALTH MISSOURI VALLEY",51555,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161310,"ADAIR COUNTY MEMORIAL HOSPITAL",50849,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161311,"HAWARDEN REGIONAL HEALTHCARE",51023,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161312,"GUTTENBERG MUNICIPAL HOSPITAL",52052,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161313,"GENESIS MEDICAL CENTER-DEWITT",52742,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients",100,20
161314,"GUTHRIE COUNTY HOSPITAL",50115,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161315,"KEOKUK COUNTY HEALTH CENTER",52591,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161316,"GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS",52175,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161317,"COMPASS MEMORIAL HEALTHCARE",52301,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161318,"VETERANS MEMORIAL HOSPITAL",52172,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161319,"MERCYONE ELKADER MEDICAL CENTER",52043,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161320,"COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER",50674,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161321,"AVERA MERRILL PIONEER HOSPITAL",51246,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
161322,"DALLAS COUNTY HOSPITAL",50220,"Colonoscopy care",OP_29,"Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available"
